description,price,rank,link,other_name,g3d_mark,name
,,86,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+X1300+PRO&id=159,"256MB ATI Radeon X1300PRO, 256MB ATI Radeon X1300PRO Secondary, GIGABYTE Radeon X1300 Pro",NA,Radeon X1300 PRO
"Bus Interface: AGP 8x, PCI, PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 450 MHz, Memory Clock(s): 250 MHz, Graphics API Support: DirectX 9.0c OpenGL 2",,57,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+X1300&id=154,"128MB ATI Radeon X1300, 128MB ATI Radeon X1300 Secondary, 3DP Edition v10.04 (Radeon X1300 Series), ASUS X1300, ASUS X1300 Series, Radeon X1300 Series, VisionTek Radeon X1300, VisionTek Radeon X1300 Secondary",0.56,Radeon X1300
,,31,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+X1270&id=612,ATI Radeon X1270,NA,Radeon X1270
,,35,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+X1250&id=611,ATI Radeon X1250,NA,Radeon X1250
,,32,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+X1200&id=610,ATI Radeon X1200,NA,Radeon X1200
"Bus Interface: PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 400 MHz, Memory Clock(s): 666 MHz, Graphics API Support: DirectX 9 OpenGL 2",,50,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+X1050&id=609,"ASUS X1050 Series, ASUS X1050 Series Secondary, ATI Radeon X1050, ATI Radeon X1050 Secondary, ATI Radeon X1050 Series, ATI Radeon X1050 Series Secondary, Diamond Radeon X1050, GigaByte Radeon X1050, Radeon X1050, Radeon X1050 Secondary, Radeon X1050 Series (Omega 3.8.442), Radeon X1050 Series Secondary (Omega 3.8.442), Sapphire Radeon X1050, VisionTek Radeon X1050",NA,Radeon X1050
,,2148,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+TM+R9+A360&id=3473,AMD Radeon TM R9 A360,NA,Radeon TM R9 A360
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 8192 MB, Core Clock(s): 1266 MHz, Memory Clock(s): 2000 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 150 W",,7545,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+480&id=3533,Radeon (TM) RX 480 Graphics,32.81,Radeon RX 480
,,7316,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+470&id=3558,Radeon (TM) RX 470 Graphics,38.51,Radeon RX 470
,,4172,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+460&id=3557,Radeon(TM) RX 460 Graphics,37.93,Radeon RX 460
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Memory Clock(s): 1365 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.3 Max TDP: 125 W",,5592,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M395X&id=3340,AMD RADEON R9 M395X,NA,Radeon R9 M395X
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Memory Clock(s): 1365 MHz, Graphics API Support: DirectX 12 OpenGL 4.3 Max TDP: 125 W",,5015,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M395&id=3346,AMD RADEON R9 M395,NA,Radeon R9 M395
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Memory Clock(s): 1250 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.3 Max TDP: 125 W",,3463,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M390X&id=3405,AMD Radeon (TM) R9 M390X,NA,Radeon R9 M390X
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Memory Clock(s): 1500 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.3",,3047,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M380&id=3339,"AMD Radeon (TM) R9 M380, AMD Radeon R9 M380",NA,Radeon R9 M380
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Memory Clock(s): 1125 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.3",,2188,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M375X&id=3337,AMD Radeon (TM) R9 M375X,NA,Radeon R9 M375X
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 800 MHz, Memory Clock(s): 1125 MHz, Graphics API Support: DirectX 12.0 OpenGL 43. Max TDP: 50 W",,1900,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M370X&id=3299,AMD Radeon R9 M370X,NA,Radeon R9 M370X
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Memory Clock(s): 1100 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.3",,1028,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M375&id=3263,"AMD Radeon (TM) R9 M375, AMD Radeon(TM) R9 M375",NA,Radeon R9 M375
,,1448,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M360&id=3479,AMD Radeon (TM) R9 M360,NA,Radeon R9 M360
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 750 MHz, Memory Clock(s): 1375 MHz, Graphics API Support: DirectX 11.2 OpenGL 4.3 Max TDP: 125 W",,5101,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M295X&id=2985,AMD RADEON R9 M295X,NA,Radeon R9 M295X
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 850 MHz, Memory Clock(s): 1200 MHz, Graphics API Support: DirectX 11.2 OpenGL 4.3 Max TDP: 100 W",,4055,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M290X&id=2918,"AMD Radeon R9 M290X, AMD Radeon(TM) R9 M290X",NA,Radeon R9 M290X
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 900 MHz, Memory Clock(s): 1125 MHz, Graphics API Support: DirectX 11.2 OpenGL 4.3 Max TDP: 50 W",,1438,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M275X+%2F+M375&id=3035,"AMD Radeon R9 M275X, AMD Radeon R9 M275X / M375",NA,Radeon R9 M275X / M375
,,1084,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M275&id=3010,AMD Radeon R9 M275,1.36,Radeon R9 M275
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 725 MHz, Memory Clock(s): 1125 MHz, Graphics API Support: DirectX 11.2 OpenGL 4.3",,1355,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M270X&id=3085,AMD Radeon R9 M270X,NA,Radeon R9 M270X
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 575 MHz, Memory Clock(s): 1125 MHz, Graphics API Support: DirectX 11.2 OpenGL 4.3",,1214,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M265X&id=2999,AMD Radeon R9 M265X,NA,Radeon R9 M265X
"Bus Interface: PCIe 3.0x16, Max Memory Size: 4096 MB, Core Clock(s): 1050 MHz, Graphics API Support: DirectX 12 OpenGL 4.58 Max TDP: 275 W",,8326,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+Fury+%2B+Fury+X&id=3245,"AMD Radeon (TM) R9 Fury Series, AMD Radeon R9 Fury X",27.75,Radeon R9 Fury + Fury X
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 8192 MB, Core Clock(s): 1050 MHz, Memory Clock(s): 1500 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 275 W",,7535,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+390X&id=3467,"AMD Radeon R9 390X, ASUS R9 390X Series",NA,Radeon R9 390X
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 8192 MB, Core Clock(s): 1000 MHz, Memory Clock(s): 1250 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 275 W",,7160,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+390&id=3464,AMD Radeon R9 390,NA,Radeon R9 390
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 970 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 190 W",,5776,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+380X&id=3266,"AMD Radeon (TM) R9 380 Series, AMD Radeon R9 380X, ASUS R9 380X Series",30.40,Radeon R9 380X
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 918 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.5 Max TDP: 190 W",,5496,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+380&id=3460,"AMD Radeon (TM) R9 380, AMD Radeon R9 380",20.74,Radeon R9 380
"Bus Interface: PCIe 3.0 x16, Core Clock(s): 950 MHz, Memory Clock(s): 1150 MHz, Graphics API Support: DirectX 4096 OpenGL 12.0 Max TDP: 4.5 W",,4722,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+370&id=3469,AMD Radeon (TM) R9 370,NA,Radeon R9 370
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 1000 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.4 Max TDP: 85 W",,3051,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+360&id=3327,"AMD Radeon (TM) R9 360, AMD Radeon R9 360",NA,Radeon R9 360
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 8192 MB, Core Clock(s): 1018 MHz, Memory Clock(s): 5000 MHz, Graphics API Support: DirectX 12 OpenGL 4.4 Max TDP: 500 W",,7177,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+295X2&id=2878,"AMD Radeon R9 295X2, ASUS R9 295X2 Series",4.98,Radeon R9 295X2
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 1000 MHz, Memory Clock(s): 5000 MHz, Graphics API Support: DirectX 12 OpenGL 4.4 Max TDP: 290 W",,7180,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+290X+%2F+390X&id=2697,"AMD Radeon (TM) R9 390 Series, AMD Radeon R9 200 Series, AMD Radeon R9 290X, AMD Radeon R9 290X / 390X, ASUS R9 290X Series",21.76,Radeon R9 290X / 390X
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Core Clock(s): 947 MHz, Memory Clock(s): 5000 MHz, Graphics API Support: DirectX 12 OpenGL 4.4 Max TDP: 275 W",,6931,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+290+%2F+390&id=2719,"AMD Radeon (TM) R9 390 Series, AMD Radeon R9 200 Series, AMD Radeon R9 290, AMD Radeon R9 290 / 390, AMD Radeon R9 290 Series, ASUS R9 290 Series, ASUS R9 390 Series",25.67,Radeon R9 290 / 390
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 918 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.4 Max TDP: 190 W",,5541,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+285+%2F+380&id=3116,"AMD Radeon (TM) R9 380 Series, AMD Radeon R9 285, AMD Radeon R9 285 / 380",29.16,Radeon R9 285 / 380
,,5474,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+280X&id=3466,AMD Radeon R9 280X,NA,Radeon R9 280X
,,4926,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+280&id=3465,AMD Radeon R9 280,NA,Radeon R9 280
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 96 MB, Core Clock(s): 1000 MHz, Memory Clock(s): 5600 MHz, Graphics API Support: DirectX 12 OpenGL 4.4 Max TDP: 180 W",,4591,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+270X&id=2702,"AMD Radeon R9 200 Series, AMD Radeon R9 270X, ASUS R9 270X Series",20.68,Radeon R9 270X
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 900,975 MHz, Memory Clock(s): 1400 MHz, Graphics API Support: DirectX 12 OpenGL 4.4 Max TDP: 150 W",,4255,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+270+%2F+R7+370&id=2766,"AMD Radeon R9 200 Series, AMD Radeon R9 270, AMD Radeon R9 270 / R7 370, AMD Radeon(TM) R9 270, ASUS R9 270 Series",46.02,Radeon R9 270 / R7 370
,,3018,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+260&id=3496,AMD Radeon R9 260,NA,Radeon R9 260
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 900 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.4",,1733,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+255&id=2888,"AMD Radeon (TM) R9 255, AMD Radeon R9 255",NA,Radeon R9 255
,,928,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A8-8650B+R7%2C+10+Compute+Cores+4C%2B6G&id=3382,"AMD Radeon R7 PRO A8-8650B R7, 10 Compute Cores 4C+6G",NA,"Radeon R7 PRO A8-8650B R7, 10 Compute Cores 4C+6G"
,,916,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A10-8850B+R7%2C+12+Compute+Cores+4C%2B8G&id=3529,"AMD Radeon R7 PRO A10-8850B R7, 12 Compute Cores 4C+8G",NA,"Radeon R7 PRO A10-8850B R7, 12 Compute Cores 4C+8G"
,,811,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A10-8750B+R7%2C+12+Compute+Cores+4C%2B8G&id=3362,"AMD Radeon R7 PRO A10-8750B R7, 12 Compute Cores 4C+8G",NA,"Radeon R7 PRO A10-8750B R7, 12 Compute Cores 4C+8G"
,,1367,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M370&id=3416,"AMD Radeon (TM) R7 M370, AMD Radeon R7 M370",NA,Radeon R7 M370
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.3",,649,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M360&id=3228,"AMD Radeon (TM) R7 M360, AMD Radeon R7 M360, AMD Radeon(TM) R7 M360",NA,Radeon R7 M360
,,695,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M340&id=3376,"AMD Radeon (TM) R7 M340, AMD Radeon R7 M340",NA,Radeon R7 M340
,,749,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M270&id=3074,AMD Radeon R7 M270,NA,Radeon R7 M270
"Bus Interface: PCIe 3.0 x8, Max Memory Size: 4096 MB, Core Clock(s): 725 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 11.2 OpenGL 4.3",,809,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M265&id=2994,"AMD Radeon R7 M265, AMD Radeon R7 M265 Series, AMD Radeon(TM) R7 M265",NA,Radeon R7 M265
"Bus Interface: PCIe 3.0 x8, Max Memory Size: 4096 MB, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 11.2 OpenGL 4.3",,1088,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M260X&id=3149,AMD Radeon R7 M260X,NA,Radeon R7 M260X
"Bus Interface: PCIe 3.0 x8, Max Memory Size: 4096 MB, Core Clock(s): Unknown MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 11.2 OpenGL 4.3",,666,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M260&id=3030,"AMD Radeon (TM) R7 M260, AMD Radeon R7 M260, AMD Radeon R7 M260 (Engineering Sample - WDDM v2.0), AMD Radeon R7 M260 Series, AMD Radeon. R7 M260",0.83,Radeon R7 M260
,,898,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A8-8650+Radeon+R7%2C+10+Compute+Cores+4C%2B6&id=3410,"AMD Radeon R7 A8-8650 Radeon R7, 10 Compute Cores 4C+6G",NA,"Radeon R7 A8-8650 Radeon R7, 10 Compute Cores 4C+6"
,,847,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A8-7670K&id=3302,"AMD Radeon R7 A8-7670K Radeon R7, 10 Compute Cores 4C+6G",NA,Radeon R7 A8-7670K
,,758,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A8-7650K+Radeon+R7%2C+10+Compute+Cores+4C%2B&id=3196,"AMD Radeon R7 A8-7650K Radeon R7, 10 Compute Cores 4C+6G",NA,"Radeon R7 A8-7650K Radeon R7, 10 Compute Cores 4C+"
,,876,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A8-7650K&id=3159,"AMD Radeon R7 A8-7650K Radeon R7, 10 Compute Cores 4C+6G",NA,Radeon R7 A8-7650K
,,929,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A8-7600&id=3007,"AMD Radeon R7 A8-7600 Radeon R7, 10 Compute Cores 4C+6G",NA,Radeon R7 A8-7600
,,735,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A8+PRO-7600B&id=3048,"AMD Radeon R7 A8 PRO-7600B R7, 10 Compute Cores 4C+6G",NA,Radeon R7 A8 PRO-7600B
,,1281,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A370&id=3482,AMD Radeon R7 A370,NA,Radeon R7 A370
,,987,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A265&id=3069,AMD Radeon R7 A265,NA,Radeon R7 A265
,,980,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A10-8750+Radeon+R7%2C+12+Compute+Cores+4C%2B&id=3316,"AMD Radeon R7 A10-8750 Radeon R7, 12 Compute Cores 4C+8G",NA,"Radeon R7 A10-8750 Radeon R7, 12 Compute Cores 4C+"
,,1190,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A10-7890K+Radeon+R7%2C+12+Compute+Cores+4C&id=3468,"AMD Radeon R7 A10-7890K Radeon R7, 12 Compute Cores 4C+8G",NA,"Radeon R7 A10-7890K Radeon R7, 12 Compute Cores 4C"
,,1151,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A10-7870K+Radeon+R7%2C+12+Compute+Cores+4C&id=3220,"AMD Radeon R7 A10-7870K Radeon R7, 12 Compute Cores 4C+8G",NA,"Radeon R7 A10-7870K Radeon R7, 12 Compute Cores 4C"
,,1035,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A10-7860K+Radeon+R7%2C+12+Compute+Cores+4C&id=3447,"AMD Radeon R7 A10-7860K Radeon R7, 12 Compute Cores 4C+8G",NA,"Radeon R7 A10-7860K Radeon R7, 12 Compute Cores 4C"
"Bus Interface: On-Die, Max Memory Size: 16384 MB, Core Clock(s): 720 MHz, Memory Clock(s): 1033-2133 MHz, Graphics API Support: DirectX 11.2 OpenGL 4.3 Max TDP: 95 W",,1024,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A10-7850K&id=2972,"AMD Radeon R7 A10-7850K , AMD Radeon R7 A10-7850K Radeon R7, 12 Compute Cores 4C+8G",NA,Radeon R7 A10-7850K
,,884,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A10-7800&id=3029,"AMD Radeon R7 A10-7800 Radeon R7, 12 Compute Cores 4C+8G",NA,Radeon R7 A10-7800
,,901,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A10-7700K&id=3052,"AMD Radeon R7 A10-7700K , AMD Radeon R7 A10-7700K Radeon R7, 10 Compute Cores 4C+6G",NA,Radeon R7 A10-7700K
,,857,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A10+PRO-7850B&id=3032,"AMD Radeon R7 A10 PRO-7850B R7, 12 Compute Cores 4C+8G",NA,Radeon R7 A10 PRO-7850B
,,877,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A10+PRO-7800B&id=3013,"AMD Radeon R7 A10 PRO-7800B R7, 12 Compute Cores 4C+8G",NA,Radeon R7 A10 PRO-7800B
,,4379,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+370&id=3471,AMD Radeon R7 370,NA,Radeon R7 370
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 1050 MHz, Memory Clock(s): 1425 MHz, Graphics API Support: DirectX 12 OpenGL 4.5 Max TDP: 100 W",,3132,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+360&id=3233,"AMD Radeon (TM) R7 360 Series, AMD Radeon R7 360, AMD Radeon(TM) R7 360 Graphics, AMD Radeon(TM) R7 360 Series, ASUS R7 360 Series",34.80,Radeon R7 360
,,1011,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+340&id=3543,AMD Radeon (TM) R7 340,NA,Radeon R7 340
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 1100 MHz, Memory Clock(s): 6500 MHz, Graphics API Support: DirectX 12 OpenGL 4.4 Max TDP: 115 W",,3075,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+260X&id=2701,"AMD Radeon R7 200 Series, AMD Radeon R7 260X, ASUS R7 260X Series",12.35,Radeon R7 260X
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 1000 MHz, Memory Clock(s): 6000 MHz, Graphics API Support: DirectX 12 OpenGL 4.4 Max TDP: 95 W",,2896,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+260&id=2903,AMD Radeon R7 260,32.18,Radeon R7 260
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 1000 MHz, Memory Clock(s): 1800,4600 MHz, Graphics API Support: DirectX 12 OpenGL 4.4 Max TDP: 75 W",,1398,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+250&id=2768,"AMD Radeon R7 200 Series, AMD Radeon R7 250, AMD Radeon(TM) R7 250, ASUS R7 250 Series",23.30,Radeon R7 250
,,930,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+240+%2B+HD+8670D+Dual&id=2814,AMD Radeon R7 240 + HD 8670D Dual Graphics,NA,Radeon R7 240 + HD 8670D Dual
,,917,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+240+%2B+HD+8570D+Dual&id=2949,AMD Radeon R7 240 + HD 8570D Dual Graphics,NA,Radeon R7 240 + HD 8570D Dual
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 730 MHz, Memory Clock(s): 1800,4500 MHz, Graphics API Support: DirectX 12 OpenGL 4.4 Max TDP: 30 W",,957,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+240&id=2713,"AMD Radeon R7 200 Series, AMD Radeon R7 240, ASUS R7 240 Series",16.50,Radeon R7 240
,,1036,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+%2B+R7+240+Dual&id=3200,"AMD Radeon R7 Graphics + R7 240 Dual Graphics, AMD Radeon R7 Series + R7 240 Dual Graphics",NA,Radeon R7 + R7 240 Dual
,,1243,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+%2B+R7+200+Dual&id=3056,AMD Radeon R7 Graphics + R7 200 Dual Graphics,NA,Radeon R7 + R7 200 Dual
,,963,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+%2B+R5+330+Dual&id=3443,AMD Radeon R7 Graphics + R5 330 Dual Graphics,NA,Radeon R7 + R5 330 Dual
,,1935,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+%2B+HD+7700+Dual&id=3073,AMD Radeon R7 Graphics + HD 7700 Dual Graphics,NA,Radeon R7 + HD 7700 Dual
,,570,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R6+%2B+R7+M265DX+Dual&id=3156,AMD Radeon R6 Graphics + R7 M265DX Dual Graphics,NA,Radeon R6 + R7 M265DX Dual
,,646,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R6&id=2899,"AMD Radeon (TM) R6 Graphics, AMD Radeon R6, AMD Radeon R6 Graphics, AMD Radeon(TM) R6, AMD Radeon(TM) R6 Graphics",NA,Radeon R6
,,330,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5E&id=2904,AMD Radeon(TM) R5E Graphics,NA,Radeon R5E
"Bus Interface: PCIe 3.0 x6, Max Memory Size: 4096 MB, Core Clock(s): 1070 MHz, Memory Clock(s): 1100 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.3",,543,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+M335&id=3332,"AMD Radeon (TM) R5 M335, AMD Radeon R5 M335, AMD Radeon(TM) R5 M335",NA,Radeon R5 M335
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 4096 MB, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 12.0 OpenGL 4.3 Max TDP: 18 W",,544,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+M330&id=3207,"AMD Radeon (TM) R5 M330, AMD Radeon R5 M330, AMD Radeon(TM)  R5 M330, AMD Radeon(TM) R5 M330",NA,Radeon R5 M330
,,588,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+M315&id=3487,"AMD Radeon (TM) R5 M315, AMD Radeon R5 M315",NA,Radeon R5 M315
"Bus Interface: PCIe 3.0 x8, Max Memory Size: 4096 MB, Core Clock(s): Unknown MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 11.2 OpenGL 4.3",,743,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+M255&id=3041,AMD Radeon R5 M255,NA,Radeon R5 M255
,,512,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+M240&id=3060,"AMD Radeon R5 M240, AMD Radeon R5 M240 Series, AMD Radeon(TM) R5 M240",NA,Radeon R5 M240
"Bus Interface: PCIe 3.0 x8, Max Memory Size: 4096 MB, Core Clock(s): 780 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 11.2 OpenGL 4.3",,459,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+M230&id=3025,"AMD Radeon (TM) R5 M230, AMD Radeon R5 M230, AMD Radeon R5 M230 Series",NA,Radeon R5 M230
,,343,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+310&id=3391,AMD Radeon R5 310,NA,Radeon R5 310
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 730 MHz, Memory Clock(s): 1800 MHz, Graphics API Support: DirectX 11.2 OpenGL 4.4 Max TDP: 50 W",,654,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+240&id=2948,AMD Radeon(TM) R5 240,10.06,Radeon R5 240
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 875 MHz, Memory Clock(s): 1800 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 18 W",,373,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+235X&id=3080,AMD Radeon(TM) R5 235X,NA,Radeon R5 235X
,,743,http://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+235+%2B+HD+7560D+Dual&id=2871,AMD Radeon R5 235 + HD 7560D Dual Graphics,NA,Radeon R5 235 + HD 7560D Dual
