description,price,rank,link,other_name,g3d_mark,name
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 550 MHz, Memory Clock(s): 1800,2000,3400 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 69 W",,653,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+240&id=61,NVIDIA GeForce GT 240,17.19,GeForce GT 240
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 500 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 23 W",,340,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+230M&id=1410,NVIDIA GeForce GT 230M,NA,GeForce GT 230M
,,477,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+230&id=1409,NVIDIA GeForce GT 230,10.84,GeForce GT 230
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 500 MHz, Memory Clock(s): 1000,1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 14 W",,274,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+220M&id=1408,NVIDIA GeForce GT 220M,NA,GeForce GT 220M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 625 MHz, Memory Clock(s): 1000,1580 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 58 W",,360,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+220&id=72,NVIDIA GeForce GT 220,4.50,GeForce GT 220
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 650 MHz, Memory Clock(s): 1800 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 105 W",,766,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+140&id=1407,NVIDIA GeForce GT 140,NA,GeForce GT 140
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 600 MHz, Memory Clock(s): 1500 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 23 W",,307,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+130M&id=1406,NVIDIA GeForce GT 130M,NA,GeForce GT 130M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1536 MB, Core Clock(s): 500 MHz, Memory Clock(s): 500 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 75 W",,467,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+130&id=1405,NVIDIA GeForce GT 130,16.68,GeForce GT 130
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 500 MHz, Memory Clock(s): 1250 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 23 W",,280,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+120M&id=1404,NVIDIA GeForce GT 120M,NA,GeForce GT 120M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 500 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 50 W",,301,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+120&id=1402,"NVIDIA GeForce GT 120, NVIDIA GeForce GT 120 (Prerelease - WDDM 1.1)",8.73,GeForce GT 120
"Bus Interface: PCI-E 3.0 x4, Max Memory Size: 1024 MB, Core Clock(s): 954 MHz, Memory Clock(s): 1253 MHz",,1076,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GPU&id=3065,NVIDIA GeForce GPU,NA,GeForce GPU
"Bus Interface: PCIe x16, Max Memory Size: 512 MB, Core Clock(s): 575 MHz, Memory Clock(s): 1400 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1 Max TDP: 45 W",,263,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+Go+7950+GTX&id=1399,NVIDIA GeForce Go 7950 GTX,NA,GeForce Go 7950 GTX
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 375 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1 Max TDP: 20 W",,175,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+Go+7900+GS&id=1393,NVIDIA GeForce Go 7900 GS,NA,GeForce Go 7900 GS
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 400 MHz, Memory Clock(s): 1100 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1 Max TDP: 65 W",,208,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+Go+7800+GTX&id=1392,NVIDIA GeForce Go 7800 GTX,NA,GeForce Go 7800 GTX
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 400 MHz, Memory Clock(s): 1100 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1 Max TDP: 35 W",,116,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+Go+7800&id=1391,NVIDIA GeForce Go 7800,NA,GeForce Go 7800
"Bus Interface: PCIe x16, Max Memory Size: 512 MB, Core Clock(s): 450 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,147,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+Go+7700&id=1390,"NVIDIA GeForce Go 7700, NVIDIA GeForce Go 7700 [Dox Optimised 185.68]",NA,GeForce Go 7700
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 500 MHz, Memory Clock(s): 1200 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,165,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+Go+7600+GT&id=1389,"NVIDIA GeForce Go 7600 GT, NVIDIA GeForce Go 7600 GT (Prerelease - WDDM 1.0)",NA,GeForce Go 7600 GT
"Bus Interface: PCIe x16, Max Memory Size: 512 MB, Core Clock(s): 450 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,128,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+Go+7600&id=1387,"NVIDIA GeForce Go 7600, NVIDIA GeForce Go 7600 (Omega 1.169.25), NVIDIA GeForce Go 7600 (Omega 2.169.21), NVIDIA GeForce Go 7600 [Dox Optimised 185.68]",NA,GeForce Go 7600
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 450 MHz, Memory Clock(s): 900 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,63,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+Go+7400&id=1386,"NVIDIA GeForce Go 7400, NVIDIA GeForce Go 7400 (Prerelease - WDDM 1.0)",NA,GeForce Go 7400
"Bus Interface: PCIe x16, Max Memory Size: 512 MB, Core Clock(s): 350 MHz, Memory Clock(s): 700 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,49,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+Go+7300&id=59,"NVIDIA GeForce Go 7300, NVIDIA GeForce Go 7300 [Custom Forceware 180.44], NVIDIA GeForce Go 7300 [NGOHQ.com]",NA,GeForce Go 7300
"Bus Interface: PCIe x16, Max Memory Size: 64 MB, Core Clock(s): 450 MHz, Memory Clock(s): 700 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,44,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+Go+7200&id=126,NVIDIA GeForce Go 7200,NA,GeForce Go 7200
"Bus Interface: PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 450 MHz, Memory Clock(s): 700,1100 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,137,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+Go+6800+Ultra&id=1383,NVIDIA GeForce Go 6800 Ultra,NA,GeForce Go 6800 Ultra
"Bus Interface: PCI-E x16, Max Memory Size: 128 MB, Core Clock(s): 300 MHz, Memory Clock(s): 700,1100 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,108,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+Go+6800&id=1381,"NVIDIA GeForce Go 6800, NVIDIA GeForce Go 6800 (Prerelease - WDDM 1.0), NVIDIA GeForce Go 6800 [Dox Optimised 180.84: Qual, NVIDIA GeForce Go 6800 [Dox Optimised 180.84]",NA,GeForce Go 6800
,,44,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+Go+6600+TE%2F6200+TE&id=1379,"NVIDIA GeForce Go 6200 TE 64M / 6600 TE 128M, NVIDIA GeForce Go 6600 TE/6200 TE",NA,GeForce Go 6600 TE/6200 TE
"Bus Interface: PCI-E x16, Max Memory Size: 128 MB, Core Clock(s): 300 MHz, Memory Clock(s): 700 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,68,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+Go+6600&id=1378,NVIDIA GeForce Go 6600,NA,GeForce Go 6600
"Bus Interface: PCI-E x16, Max Memory Size: 16 MB, Core Clock(s): 400 MHz, Memory Clock(s): 700 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,24,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+Go+6400&id=1377,NVIDIA GeForce Go 6400,NA,GeForce Go 6400
"Bus Interface: PCI-E x16, Max Memory Size: 16 MB, Core Clock(s): 300 MHz, Memory Clock(s): 600 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,14,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+Go+6200&id=1375,"NVIDIA GeForce Go 6200, NVIDIA GeForce Go 6200 [Dox Optimised 180.84]",NA,GeForce Go 6200
,,18,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+Go+6150&id=1373,NVIDIA GeForce Go 6150,NA,GeForce Go 6150
,,18,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+Go+6100&id=1372,"NVIDIA GeForce Go 6100, NVIDIA GeForce Go 6100 (Omega 2.169.21)",NA,GeForce Go 6100
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 625 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10.1 OpenGL 3.3 Max TDP: 14 W",,207,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+G210M&id=1371,NVIDIA GeForce G210M,NA,GeForce G210M
,,179,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+G210&id=1370,NVIDIA GeForce G210,2.84,GeForce G210
,,103,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+G205M&id=1369,NVIDIA GeForce G205M,NA,GeForce G205M
,,133,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+G200&id=1368,NVIDIA GeForce G200,NA,GeForce G200
,,190,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+G105M&id=1367,NVIDIA GeForce G105M,NA,GeForce G105M
,,100,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+G102M&id=1366,NVIDIA GeForce G102M,NA,GeForce G102M
,,101,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+G100&id=43,NVIDIA GeForce G100,5.05,GeForce G100
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 640 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 14 W",,117,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+G+105M&id=1364,"NVIDIA GeForce G 105M, NVIDIA GeForce G 105M (Prerelease - WDDM 1.1)",NA,GeForce G 105M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 640 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 14 W",,107,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+G+103M&id=23,NVIDIA GeForce G 103M,NA,GeForce G 103M
,,47,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+Go5700&id=1362,NVIDIA GeForce FX Go5700,NA,GeForce FX Go5700
,,16,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+Go5650&id=1361,NVIDIA GeForce FX Go5650,NA,GeForce FX Go5650
,,12,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+Go5300&id=1358,NVIDIA GeForce FX Go5300,NA,GeForce FX Go5300
"Bus Interface: AGP x8, Max Memory Size: 32 MB, Core Clock(s): 350 MHz, Memory Clock(s): 600 MHz, Graphics API Support: DirectX 9 OpenGL 1.5",,18,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+Go+5600&id=1353,"NVIDIA GeForce FX Go 5600, NVIDIA GeForce FX Go5600, NVIDIA GeForce FX Go5600 (Sony)",NA,GeForce FX Go 5600
"Bus Interface: AGP x8, Max Memory Size: 32 MB, Core Clock(s): 300 MHz, Memory Clock(s): 600 MHz, Graphics API Support: DirectX 9 OpenGL 1.5",,8,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+Go+5200&id=1351,"GeForce FX Go5200 (Omega 1.6693) (P), NVIDIA GeForce FX Go 5200, NVIDIA GeForce FX Go 5200 32M/64M, NVIDIA GeForce FX Go5200, NVIDIA GeForce FX Go5200 32M/64M",NA,GeForce FX Go 5200
"Bus Interface: AGP 8X, Max Memory Size: 256 MB, Core Clock(s): 475 MHz, Memory Clock(s): 950 MHz, Graphics API Support: DirectX 9.0b OpenGL 1.5",,59,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5950+Ultra&id=1350,"MSI MS-StarForce GeForce FX 5950 Ultra (NVIDIA GeF, NVIDIA GeForce FX 5950 Ultra",NA,GeForce FX 5950 Ultra
"Bus Interface: AGP 8X, Max Memory Size: 128 MB, Core Clock(s): 390 MHz, Memory Clock(s): 700 MHz, Graphics API Support: DirectX 9.0b OpenGL 1.5",,43,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5900XT&id=1348,"MSI MS-StarForce GeForce FX 5900XT (NVIDIA GeForce, NVIDIA GeForce FX 5900XT",NA,GeForce FX 5900XT
"Bus Interface: AGP 8X, Max Memory Size: 256 MB, Core Clock(s): 450 MHz, Memory Clock(s): 850 MHz, Graphics API Support: DirectX 9.0b OpenGL 1.5",,41,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5900+Ultra&id=1347,NVIDIA GeForce FX 5900 Ultra,NA,GeForce FX 5900 Ultra
"Bus Interface: AGP 8X, Max Memory Size: 128 MB, Core Clock(s): 400 MHz, Memory Clock(s): 850 MHz, Graphics API Support: DirectX 9.0b OpenGL 1.5",,34,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5900&id=1346,"MSI MS-StarForce GeForce FX 5900 (NVIDIA GeForce F, NVIDIA GeForce FX 5900, NVIDIA GeForce FX 5900 (Omega 2.169.21)",NA,GeForce FX 5900
"Bus Interface: AGP 8X, Max Memory Size: 256 MB, Core Clock(s): 235 MHz, Memory Clock(s): 400 MHz, Graphics API Support: DirectX 9.0b OpenGL 1.5",,37,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5700VE&id=1343,NVIDIA GeForce FX 5700VE,NA,GeForce FX 5700VE
"Bus Interface: AGP 8X, Max Memory Size: 256 MB, Core Clock(s): 250 MHz, Memory Clock(s): 400 MHz, Graphics API Support: DirectX 9.0b OpenGL 1.5",,25,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5700LE&id=1342,"MSI MS-StarForce GeForce FX 5700LE (NVIDIA GeForce, MSI MS-StarForce GeForce FX 5700LE (NVIDIA GeForce FX 5700LE), NVIDIA GeForce FX 5700LE",NA,GeForce FX 5700LE
"Bus Interface: AGP 8X, Max Memory Size: 256 MB, Core Clock(s): 475 MHz, Memory Clock(s): 900 MHz, Graphics API Support: DirectX 9.0b OpenGL 1.5",,30,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5700+Ultra&id=1341,"NVIDIA GeForce FX 5700 Ultra, NVIDIA GeForce FX 5700 Ultra (Omega 2.169.21)",NA,GeForce FX 5700 Ultra
"Bus Interface: AGP 8X, Max Memory Size: 256 MB, Core Clock(s): 425 MHz, Memory Clock(s): 500 MHz, Graphics API Support: DirectX 9.0b OpenGL 1.5",,42,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5700&id=1340,"MSI MS-StarForce GeForce FX 5700 (NVIDIA GeForce F, MSI MS-StarForce GeForce FX 5700 (NVIDIA GeForce FX 5700), NVIDIA GeForce FX 5700",NA,GeForce FX 5700
,,8,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5600XT&id=1339,NVIDIA GeForce FX 5600XT,NA,GeForce FX 5600XT
"Bus Interface: AGP 8X, Max Memory Size: 128 MB, Core Clock(s): 350 MHz, Memory Clock(s): 700 MHz, Graphics API Support: DirectX 9.0b OpenGL 1.5",,17,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5600+Ultra&id=1337,NVIDIA GeForce FX 5600 Ultra,NA,GeForce FX 5600 Ultra
"Bus Interface: AGP 8X,PCI, Max Memory Size: 256 MB, Core Clock(s): 325 MHz, Memory Clock(s): 550 MHz, Graphics API Support: DirectX 9.0b OpenGL 1.5",,11,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5600&id=1336,"3D Blaster FX 5600, 3DForceFX 5600, NVIDIA GeForce FX 5600, ABIT Siluro FX5600, MSI MS-StarForce GeForce FX 5600 (NVIDIA GeForce F, NVIDIA GeForce FX 5600, NVIDIA GeForce FX 5600 (Sony)",NA,GeForce FX 5600
"Bus Interface: AGP 8X,AGP 4X,PCI, Max Memory Size: 256 MB, Core Clock(s): 270 MHz, Memory Clock(s): 400 MHz, Graphics API Support: DirectX 9.0b OpenGL 1.5",,8,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5500&id=1335,"Inno3D GeForce FX 5500, MSI MS-StarForce GeForce FX 5500 (NVIDIA GeForce F, MSI MS-StarForce GeForce FX 5500 (NVIDIA GeForce FX 5500), NVIDIA GeForce FX 5500, NVIDIA GeForce FX 5500 (Omega 1.6693) (P), NVIDIA GeForce FX 5500 (Omega 2.169.21), NVIDIA GeForce FX 5500 by TweaksRUs, NVIDIA GeForce FX5500",0.22,GeForce FX 5500
,,7,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5200LE&id=1334,NVIDIA GeForce FX 5200LE,0.16,GeForce FX 5200LE
"Bus Interface: AGP 8X, Max Memory Size: 128 MB, Core Clock(s): 325 MHz, Memory Clock(s): 650 MHz, Graphics API Support: DirectX 9.0b OpenGL 1.5",,12,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5200+Ultra&id=1333,"NVIDIA GeForce FX 5200 Ultra, NVIDIA GeForceFX 5200 Ultra Gamer",NA,GeForce FX 5200 Ultra
"Bus Interface: AGP 8X,PCI, Max Memory Size: 128 MB, Core Clock(s): 250 MHz, Memory Clock(s): 400 MHz, Graphics API Support: DirectX 9.0b OpenGL 1.5",,7,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+FX+5200&id=1330,"3DForceFX 5200, NVIDIA GeForce FX 5200, ABIT Siluro FX5200, Inno3D GeForce FX 5200, MSI MS-StarForce GeForce FX 5200 (NVIDIA GeForce F, MSI MS-StarForce GeForce FX 5200 (NVIDIA GeForce FX 5200), MSI MS-StarForce GeForce FX 5200 with AGP8X (NVIDI, NVIDIA GeForce FX 5200, NVIDIA GeForce FX 5200 (Dell), NVIDIA GeForce FX 5200 (DNA-Force 2.0.7777 Fast), NVIDIA GeForce FX 5200 (Gateway), NVIDIA GeForce FX 5200 (NGOHQ.com), NVIDIA GeForce FX 5200 (Omega 1.6693) (P), NVIDIA GeForce FX 5200 (Omega 2.169.21), NVIDIA GeForce FX 5200 (Sony)",0.10,GeForce FX 5200
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 500 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 75 W",,529,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9800M+GTX&id=1327,NVIDIA GeForce 9800M GTX,1.61,GeForce 9800M GTX
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 600 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 75 W",,651,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9800M+GTS&id=1326,"NVIDIA GeForce 9800M GTS, NVIDIA GeForce 9800M GTS (Prerelease - WDDM 1.1), NVIDIA GeForce 9800M GTS [Dox Optimised 185.68]",NA,GeForce 9800M GTS
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 500 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 65 W",,472,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9800M+GT&id=1325,"NVIDIA GeForce 9800M GT, NVIDIA GeForce 9800M GT [Dox Optimised 182.05: Per, NVIDIA GeForce 9800M GT [Dox Optimised 182.05]",NA,GeForce 9800M GT
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 530 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 60 W",,550,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9800M+GS&id=97,"NVIDIA GeForce 9800M GS, NVIDIA GeForce 9800M GS (Prerelease - WDDM 1.1)",NA,GeForce 9800M GS
,,645,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9800+S&id=2264,NVIDIA GeForce 9800 S,NA,GeForce 9800 S
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 2 MB, Core Clock(s): 600 MHz, Memory Clock(s): 2000 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 197 W",,811,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9800+GX2&id=1323,"NVIDIA GeForce 9800 GX2, NVIDIA GeForce 9800 GX2 (Prerelease - WDDM 1.1)",NA,GeForce 9800 GX2
,,899,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9800+GTX%2F9800+GTX%2B&id=1321,"NVIDIA GeForce 9800 GTX/9800 GTX+, NVIDIA GeForce 9800 GTX/9800 GTX+ (Microsoft Corporation - WDDM v1.1), NVIDIA GeForce 9800 GTX/9800 GTX+ (Prerelease - WD",9.99,GeForce 9800 GTX/9800 GTX+
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 738 MHz, Memory Clock(s): 1836 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 141 W",,928,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9800+GTX%2B&id=92,"NVIDIA GeForce 9800 GTX+, NVIDIA GeForce 9800 GTX+ (Prerelease - WDDM 1.1)",NA,GeForce 9800 GTX+
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 675 MHz, Memory Clock(s): 2200 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 140 W",,769,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9800+GTX&id=1320,NVIDIA GeForce 9800 GTX,NA,GeForce 9800 GTX
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 600 MHz, Memory Clock(s): 1800 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 125 W",,726,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9800+GT&id=60,"GeForce 9800 GT, NVIDIA GeForce 9800 GT, NVIDIA GeForce 9800 GT (Prerelease - WDDM 1.1)",6.98,GeForce 9800 GT
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 530 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 60 W",,486,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9700M+GTS&id=1319,"NVIDIA GeForce 9700M GTS, NVIDIA GeForce 9700M GTS (Prerelease - WDDM 1.1)",NA,GeForce 9700M GTS
"Bus Interface: PCIe x16, Max Memory Size: 512 MB, Core Clock(s): 625 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 45 W",,338,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9700M+GT&id=1318,"NVIDIA GeForce 9700M GT, NVIDIA GeForce 9700M GT (Prerelease - WDDM 1.1)",NA,GeForce 9700M GT
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 550 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 23 W",,263,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9650M+GT&id=1317,"NVIDIA GeForce 9650M GT, NVIDIA GeForce 9650M GT [Dox Optimised 182.46]",NA,GeForce 9650M GT
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 625 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 29 W",,285,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9650M+GS&id=1316,"NVIDIA GeForce 9650M GS, NVIDIA GeForce 9650M GS (Prerelease - WDDM 1.1)",NA,GeForce 9650M GS
,,293,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9600M+GT+%2F+GeForce+GT+220M&id=1315,NVIDIA GeForce 9600M GT / GeForce GT 220M,NA,GeForce 9600M GT / GeForce GT 220M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 500 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 23 W",,273,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9600M+GT&id=1314,"APPLE GeForce 9600M GT, NVIDIA GeForce 9600M GT, NVIDIA GeForce 9600M GT (197.13), NVIDIA GeForce 9600M GT (Prerelease - WDDM 1.1), NVIDIA GeForce 9600M GT [Custom Forceware 180.43], NVIDIA GeForce 9600M GT [Dox Optimised 182.05: Per, NVIDIA GeForce 9600M GT [Dox Optimised 185.68]",NA,GeForce 9600M GT
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 430 MHz, Memory Clock(s): 800,1600 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 20 W",,248,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9600M+GS&id=1313,"NVIDIA GeForce 9600M GS, NVIDIA GeForce 9600M GS (Prerelease - WDDM 1.1), NVIDIA GeForce 9600M GS [Dox Optimised 182.05: Per",NA,GeForce 9600M GS
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 1024 MB, Core Clock(s): 650 MHz, Memory Clock(s): 1800 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 95 W",,749,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9600+GT&id=95,"GeForce 9600 GT, NVIDIA GeForce 9600 GT, NVIDIA GeForce 9600 GT (Prerelease - WDDM 1.1), NVIDIA GeForce 9600GT",18.73,GeForce 9600 GT
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 650 MHz, Memory Clock(s): 1800 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 90 W",,504,http://www.videocardbenchmark.net/gpu.php?gpu=GeForce+9600+GSO+512&id=1310,"NVIDIA GeForce 9600 GSO 512, NVIDIA GeForce 9600 GSO 512 (Prerelease - WDDM 1.1",NA,GeForce 9600 GSO 512
